name,latitude,longitude,iata_code,mac_iata_code,country_code,continent_code,currency_code,timezone,score
Jingdezhen Airport,29.3386001587,117.176002502,JDZ,,CN,AS,CNY,Asia/Chongqing,0.15000000596046448
Jiayuguan Airport,39.8568992614746,98.3414001464844,JGN,,CN,AS,CNY,Asia/Chongqing,0.15000000596046448
Yan'an Airport,36.6369018554688,109.554000854492,ENY,,CN,AS,CNY,Asia/Chongqing,0.10199999809265137
Zhuhai Airport,22.0063991546631,113.375999450684,ZUH,,CN,AS,CNY,Asia/Chongqing,0.44200000166893005
Nanchang Changbei International Airport,28.8649997711182,115.900001525879,KHN,,CN,AS,CNY,Asia/Chongqing,0.58700001239776611
Xiangfan Airport,32.1506004333496,112.291000366211,XFN,,CN,AS,CNY,Asia/Chongqing,0.3919999897480011
Xichang Qingshan Airport,27.9890995025635,102.18399810791,XIC,,CN,AS,CNY,Asia/Chongqing,0.10599999874830246
Xilinhot Airport,43.915599822998,115.963996887207,XIL,,CN,AS,CNY,Asia/Chongqing,0.096000000834465027
Xi'an Xianyang International Airport,34.4471015930176,108.751998901367,XIY,SIA,CN,AS,CNY,Asia/Chongqing,0.73000001907348633
Xiamen Gaoqi International Airport,24.5440006256104,118.127998352051,XMN,,CN,AS,CNY,Asia/Chongqing,0.72000002861022949
Bailian Airport,24.2075004577637,109.390998840332,LZH,,CN,AS,CNY,Asia/Chongqing,0.27900001406669617
Luzhou Airport,28.8521995544434,105.392997741699,LZO,,CN,AS,CNY,Asia/Chongqing,0.15399999916553497
Shijiazhuang Daguocun International Airport,38.2807006835938,114.696998596191,SJW,,CN,AS,CNY,Asia/Chongqing,0.41800001263618469
Lianshui Airport,33.7908333333,119.125,HIA,,CN,AS,CNY,Asia/Chongqing,0.164000004529953
Meixian Airport,24.3500003814697,116.133003234863,MXZ,,CN,AS,CNY,Asia/Chongqing,0.25200000405311584
Wuhai Airport,39.7934,106.7993,WUA,,CN,AS,CNY,Asia/Chongqing,0.125
Wuhan Tianhe International Airport,30.7838001251221,114.208000183105,WUH,,CN,AS,CNY,Asia/Chongqing,0.75800001621246338
Nanping Wuyishan Airport,27.7019004821777,118.000999450684,WUS,,CN,AS,CNY,Asia/Chongqing,0.23499999940395355
Liuting Airport,36.2661018372,120.374000549,TAO,,CN,AS,CNY,Asia/Chongqing,0.75800001621246338
Ürümqi Diwopu International Airport,43.9071006774902,87.4741973876953,URC,,CN,AS,CNY,Asia/Chongqing,0.60399997234344482
Changsha Huanghua International Airport,28.1891994476,113.220001221,CSX,,CN,AS,CNY,Asia/Chongqing,0.71100002527236938
Chengdu Shuangliu International Airport,30.5785007476807,103.946998596191,CTU,,CN,AS,CNY,Asia/Chongqing,0.796999990940094
Shenzhen Bao'an International Airport,22.6392993927002,113.810997009277,SZX,,CN,AS,CNY,Asia/Chongqing,0.73199999332427979
Chongqing Jiangbei International Airport,29.7192001342773,106.641998291016,CKG,,CN,AS,CNY,Asia/Chongqing,0.72699999809265137
Quzhou Airport,28.965799331665,118.899002075195,JUZ,,CN,AS,CNY,Asia/Chongqing,0.0560000017285347
Jiuzhai Huanglong Airport,32.8533333333,103.682222222,JZH,,CN,AS,CNY,Asia/Chongqing,0.28099998831748962
Weihai Airport,37.1870994567871,122.228996276855,WEH,,CN,AS,CNY,Asia/Chongqing,0.48899999260902405
Yinchuan Airport,38.4818992614746,106.009002685547,INC,,CN,AS,CNY,Asia/Chongqing,0.44999998807907104
Gu-Lian Airport,52.9127777778,122.43,OHE,,CN,AS,CNY,Asia/Chongqing,0.12099999934434891
Weifang Airport,36.6467018127441,119.119003295898,WEF,,CN,AS,CNY,Asia/Chongqing,0.18600000441074371
Beihai Airport,21.539400100708,109.293998718262,BHY,,CN,AS,CNY,Asia/Chongqing,0.42899999022483826
Dongshan Airport,49.2050018311,119.824996948,HLD,,CN,AS,CNY,Asia/Chongqing,0.13699999451637268
Ulanhot Airport,46.195333,122.008333,HLH,,CN,AS,CNY,Asia/Chongqing,0.0560000017285347
Aksu Airport,41.2625007629395,80.2917022705078,AKU,,CN,AS,CNY,Asia/Chongqing,0.29399999976158142
Yaoqiang Airport,36.8572006225586,117.216003417969,TNA,,CN,AS,CNY,Asia/Chongqing,0.62099999189376831
Chifeng Airport,42.2350006103516,118.907997131348,CIF,,CN,AS,CNY,Asia/Chongqing,0.23000000417232513
Changzhi Airport,36.247501373291,113.125999450684,CIH,,CN,AS,CNY,Asia/Chongqing,0.23600000143051147
Foshan Shadi Airport,23.0832996368,113.069999695,FUO,,CN,AS,CNY,Asia/Chongqing,0.11599999666213989
Jiamusi Airport,46.8433990479,130.464996338,JMU,,CN,AS,CNY,Asia/Chongqing,0.36599999666213989
Jining Qufu Airport,35.2927777778,116.346666667,JNG,,CN,AS,CNY,Asia/Chongqing,0.18299999833106995
Jinzhou Airport,41.1013984680176,121.061996459961,JNZ,,CN,AS,CNY,Asia/Chongqing,0.15899999439716339
Mudanjiang Hailang International Airport,44.5241012573,129.569000244,MDG,,CN,AS,CNY,Asia/Chongqing,0.34000000357627869
Kuqa Airport,41.7181015014648,82.9869003295898,KCA,,CN,AS,CNY,Asia/Chongqing,0.0560000017285347
Wenzhou Yongqiang Airport,27.9122009277344,120.851997375488,WNZ,,CN,AS,CNY,Asia/Chongqing,0.67900002002716064
Longdongbao Airport,26.5384998321533,106.801002502441,KWE,,CN,AS,CNY,Asia/Chongqing,0.54500001668930054
Yanji Chaoyangchuan Airport,42.8828010559,129.451004028,YNJ,,CN,AS,CNY,Asia/Chongqing,0.56000000238418579
Yantai Laishan Airport,37.4016990661621,121.372001647949,YNT,,CN,AS,CNY,Asia/Chongqing,0.61699998378753662
Yancheng Airport,33.425833,120.203056,YNZ,,CN,AS,CNY,Asia/Chongqing,0.27399998903274536
Kashgar Airport,39.5429000854,76.0199966431,KHG,,CN,AS,CNY,Asia/Chongqing,0.29600000381469727
Sunan Shuofang International Airport,31.4944000244,120.429000854,WUX,,CN,AS,CNY,Asia/Chongqing,0.5130000114440918
Wanxian Airport,30.8017,108.433,WXN,,CN,AS,CNY,Asia/Chongqing,0.13699999451637268
Guangyuan Airport,32.3911018371582,105.702003479004,GYS,,CN,AS,CNY,Asia/Chongqing,0.15399999916553497
Tengchong Tuofeng Airport,24.9380555556,98.4858333333,TCZ,,CN,AS,CNY,Asia/Chongqing,0.035999998450279236
Tongren Fenghuang Airport,27.883333,109.308889,TEN,,CN,AS,CNY,Asia/Chongqing,0.035999998450279236
Simao Airport,22.7933006286621,100.958999633789,SYM,,CN,AS,CNY,Asia/Chongqing,0.045000001788139343
Dunhuang Airport,40.1610984802246,94.809196472168,DNH,,CN,AS,CNY,Asia/Chongqing,0.13099999725818634
Lijiang Airport,26.6800003052,100.246002197,LJG,,CN,AS,CNY,Asia/Chongqing,0.42699998617172241
Changzhou Airport,31.9197006225586,119.778999328613,CZX,,CN,AS,CNY,Asia/Chongqing,0.39300000667572021
Korla Airport,41.6977996826172,86.1288986206055,KRL,,CN,AS,CNY,Asia/Chongqing,0.21199999749660492
Bao'anying Airport,26.54,101.79852,PZI,,CN,AS,CNY,Asia/Chongqing,0.028000000864267349
Altay Air Base,47.7498855591,88.0858078003,AAT,,CN,AS,CNY,Asia/Chongqing,0.096000000834465027
Diqing Airport,27.7936000823975,99.6772003173828,DIG,,CN,AS,CNY,Asia/Chongqing,0.17599999904632568
Guilin Liangjiang International Airport,25.2180995941162,110.039001464844,KWL,,CN,AS,CNY,Asia/Chongqing,0.61900001764297485
Lanzhou Zhongchuan Airport,36.5152015686,103.620002747,LHW,,CN,AS,CNY,Asia/Chongqing,0.49900001287460327
Guangzhou Baiyun International Airport,23.3924007415771,113.299003601074,CAN,,CN,AS,CNY,Asia/Chongqing,0.90799999237060547
Zhoushan Airport,29.9342002869,122.361999512,HSN,,CN,AS,CNY,Asia/Chongqing,0.045000001788139343
Xinzheng Airport,34.5196990966797,113.841003417969,CGO,,CN,AS,CNY,Asia/Chongqing,0.69300001859664917
Longjia Airport,43.9962005615,125.684997559,CGQ,,CN,AS,CNY,Asia/Chongqing,0.63999998569488525
Nanning Wuxu Airport,22.6082992553711,108.171997070312,NNG,,CN,AS,CNY,Asia/Chongqing,0.67799997329711914
Nanyang Airport,32.9808006286621,112.61499786377,NNY,,CN,AS,CNY,Asia/Chongqing,0.30700001120567322
Jinggangshan Airport,26.8568992615,114.736999512,JGS,,CN,AS,CNY,Asia/Chongqing,0.14699999988079071
Xishuangbanna Gasa Airport,21.9738998413086,100.76000213623,JHG,,CN,AS,CNY,Asia/Chongqing,0.34400001168251038
Tianjin Binhai International Airport,39.1244010925,117.346000671,TSN,,CN,AS,CNY,Asia/Chongqing,0.66200000047683716
Beijing Capital International Airport,40.0801010131836,116.584999084473,PEK,BJS,CN,AS,CNY,Asia/Chongqing,0.96399998664855957
Zhijiang Airport,27.4411111111,109.7,HJJ,,CN,AS,CNY,Asia/Chongqing,0.079000003635883331
Kunming Wujiaba International Airport,24.9923992156982,102.744003295898,KMG,,CN,AS,CNY,Asia/Chongqing,0.71299999952316284
Yibin Caiba Airport,28.8005555556,104.545,YBP,,CN,AS,CNY,Asia/Chongqing,0.19799999892711639
Sanya Phoenix International Airport,18.3029003143311,109.412002563477,SYX,,CN,AS,CNY,Asia/Chongqing,0.60399997234344482
Mangshi Airport,24.4011001586914,98.5317001342773,LUM,,CN,AS,CNY,Asia/Chongqing,0.27099999785423279
Shanghai Hongqiao International Airport,31.1979007720947,121.335998535156,SHA,SHA,CN,AS,CNY,Asia/Chongqing,0.89300000667572021
Taoxian Airport,41.6398010253906,123.483001708984,SHE,,CN,AS,CNY,Asia/Chongqing,0.777999997138977
Dandong Airport,40.0247001648,124.286003113,DDG,,CN,AS,CNY,Asia/Chongqing,0.33100000023841858
Dongying Shengli Airport,37.5085983276,118.788002014,DOY,,CN,AS,CNY,Asia/Chongqing,0.18000000715255737
Yushu Batang Airport,32.8363888889,97.0363888889,YUS,,CN,AS,CNY,Asia/Chongqing,0.18600000441074371
Fuyang Xiguan Airport,32.882157,115.734364,FUG,,CN,AS,CNY,Asia/Chongqing,0.10599999874830246
Xining Caojiabu Airport,36.5275001525879,102.042999267578,XNN,,CN,AS,CNY,Asia/Chongqing,0.43299999833106995
Xuzhou Guanyin Airport,34.059056,117.555278,XUZ,,CN,AS,CNY,Asia/Chongqing,0.34900000691413879
Ernesto Cortissoz International Airport,10.8896,-74.7808,BAQ,,CO,SA,COP,America/Bogota,0.86000001430511475
El Dorado International Airport,4.70159,-74.1469,BOG,,CO,SA,COP,America/Bogota,0.94700002670288086
El Caraño Airport,5.69076,-76.6412,UIB,,CO,SA,COP,America/Bogota,0.36899998784065247
Tres De Mayo Airport,0.505228,-76.5008,PUU,,CO,SA,COP,America/Bogota,0.1679999977350235
Perales Airport,4.42161,-75.1333,IBE,,CO,SA,COP,America/Bogota,0.48399999737739563
Benito Salas Airport,2.95015,-75.294,NVA,,CO,SA,COP,America/Bogota,0.49799999594688416
Yariguíes Airport,7.02433,-73.8068,EJA,,CO,SA,COP,America/Bogota,0.42500001192092896
El Yopal Airport,5.31911,-72.384,EYP,,CO,SA,COP,America/Bogota,0.38499999046325684
Simón Bolívar International Airport,11.1196,-74.2306,SMR,,CO,SA,COP,America/Bogota,0.81199997663497925
Apartadó Airport,7.033,-77.199997,APO,,CO,SA,COP,America/Bogota,0.15399999916553497
Los Garzones Airport,8.82374,-75.8258,MTR,,CO,SA,COP,America/Bogota,0.55099999904632568
Enrique Olaya Herrera Airport,6.220549,-75.590582,EOH,MDE,CO,SA,COP,America/Bogota,0.64899998903274536
Gustavo Rojas Pinilla International Airport,12.5836,-81.7112,ADZ,,CO,SA,COP,America/Bogota,0.77899998426437378
Palonegro Airport,7.1265,-73.1848,BGA,,CO,SA,COP,America/Bogota,0.72399997711181641
El Eden Airport,4.45278,-75.7664,AXM,,CO,SA,COP,America/Bogota,0.7369999885559082
Rafael Nuñez International Airport,10.4424,-75.513,CTG,,CO,SA,COP,America/Bogota,0.87099999189376831
Camilo Daza International Airport,7.92757,-72.5115,CUC,,CO,SA,COP,America/Bogota,0.70499998331069946
Guillermo León Valencia Airport,2.4544,-76.6093,PPN,,CO,SA,COP,America/Bogota,0.48500001430511475
Alfonso López Pumarejo Airport,10.435,-73.2495,VUP,,CO,SA,COP,America/Bogota,0.55299997329711914
Vanguardia Airport,4.16787,-73.6138,VVC,,CO,SA,COP,America/Bogota,0.38899999856948853
Alfonso Bonilla Aragon International Airport,3.54322,-76.3816,CLO,,CO,SA,COP,America/Bogota,0.89800000190734863
La Nubia Airport,5.0296,-75.4647,MZL,,CO,SA,COP,America/Bogota,0.63300001621246338
Rocha Airport,11.5262,-72.926,RCH,,CO,SA,COP,America/Bogota,0.46399998664855957
La Florida Airport,1.81442,-78.7492,TCO,,CO,SA,COP,America/Bogota,0.26899999380111694
Matecaña International Airport,4.81267,-75.7395,PEI,,CO,SA,COP,America/Bogota,0.84200000762939453
Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,FLA,,CO,SA,COP,America/Bogota,0.44100001454353333
Antonio Narino Airport,1.39625,-77.2915,PSO,,CO,SA,COP,America/Bogota,0.50400000810623169
Jose Maria Córdova International Airport,6.16454,-75.4231,MDE,MDE,CO,SA,COP,America/Bogota,0.89999997615814209
Drake Bay Airport,8.71889019012,-83.6417007446,DRK,,CR,,CRC,America/Costa_Rica,0.10599999874830246
Golfito Airport,8.65400981903076,-83.1821975708008,GLF,,CR,,CRC,America/Costa_Rica,0.35600000619888306
Juan Santamaria International Airport,9.99386024475098,-84.2088012695312,SJO,SJO,CR,,CRC,America/Costa_Rica,0.95899999141693115
Puerto Jimenez Airport,8.53332996368408,-83.3000030517578,PJM,,CR,,CRC,America/Costa_Rica,0.47299998998641968
Daniel Oduber Quiros International Airport,10.5932998657227,-85.5444030761719,LIR,,CR,,CRC,America/Costa_Rica,0.92000001668930054
Tambor Airport,9.7385196685791,-85.013801574707,TMU,,CR,,CRC,America/Costa_Rica,0.46299999952316284
Tamarindo De Santa Cruz Airport,10.3135004043579,-85.8154983520508,TNO,,CR,,CRC,America/Costa_Rica,0.52499997615814209
Palmar Sur Airport,8.95102977752686,-83.4685974121094,PMZ,,CR,,CRC,America/Costa_Rica,0.35400000214576721
Tobias Bolanos International Airport,9.95705032348633,-84.1398010253906,SYQ,SJO,CR,,CRC,America/Costa_Rica,0.0729999989271164
Quepos Managua Airport,9.44316005706787,-84.1297988891602,XQP,,CR,,CRC,America/Costa_Rica,0.53200000524520874
Antonio Maceo International Airport,19.9698009490967,-75.8354034423828,SCU,,CU,,CUP,America/Havana,0.21799999475479126
Frank Pais International Airport,20.7856006622314,-76.3151016235352,HOG,,CU,,CUP,America/Havana,0.47999998927116394
José Martí International Airport,22.989200592041,-82.4091033935547,HAV,,CU,,CUP,America/Havana,0.80800002813339233
Jaime Gonzalez Airport,22.1499996185303,-80.4141998291016,CFG,,CU,,CUP,America/Havana,0.079000003635883331
Ignacio Agramonte International Airport,21.4202995300293,-77.8475036621094,CMW,,CU,,CUP,America/Havana,0.2630000114440918
Sierra Maestra Airport,20.2880992889404,-77.0892028808594,MZO,,CU,,CUP,America/Havana,0.065999999642372131
Juan Gualberto Gomez International Airport,23.0344009399414,-81.435302734375,VRA,VRA,CU,,CUP,America/Havana,0.68900001049041748
Jardines Del Rey Airport,22.4610004425,-78.3283996582,CCC,,CU,,CUP,America/Havana,0.42500001192092896
Abel Santamaria Airport,22.4922008514404,-79.943603515625,SNU,,CU,,CUP,America/Havana,0.47400000691413879
Preguiça Airport,16.588399887085,-24.2847003936768,SNE,,CV,AF,CVE,Atlantic/Cape_Verde,0.045000001788139343
Amílcar Cabral International Airport,16.7413997650146,-22.9493999481201,SID,,CV,AF,CVE,Atlantic/Cape_Verde,0.57200002670288086
Rabil Airport,16.1364994049072,-22.8889007568359,BVC,,CV,AF,CVE,Atlantic/Cape_Verde,0.382999986410141
São Pedro Airport,16.8332004547119,-25.0552997589111,VXE,,CV,AF,CVE,Atlantic/Cape_Verde,0.46299999952316284
Brno-Tuřany Airport,49.1512985229492,16.6944007873535,BRQ,,CZ,EU,CZK,Europe/Prague,0.3059999942779541
Václav Havel Airport Prague,50.1007995605469,14.2600002288818,PRG,PRG,CZ,EU,CZK,Europe/Prague,0.90499997138977051
Ostrava Leos Janáček Airport,49.6963005065918,18.1110992431641,OSR,,CZ,EU,CZK,Europe/Prague,0.49700000882148743
Pardubice Airport,50.0134010314941,15.7385997772217,PED,,CZ,EU,CZK,Europe/Prague,0.24500000476837158
Karlovy Vary International Airport,50.2029991149902,12.914999961853,KLV,,CZ,EU,CZK,Europe/Prague,0.40599998831748962
Djibouti-Ambouli Airport,11.5473003387451,43.1595001220703,JIB,,DJ,AF,DJF,Africa/Djibouti,0.58499997854232788
Narsarsuaq Airport,61.1604995728,-45.4259986877,UAK,,GL,,DKK,America/Godthab,0.028000000864267349
Aasiaat Airport,68.7218017578,-52.7846984863,JEG,,GL,,DKK,America/Godthab,0.035999998450279236
Ilulissat Airport,69.2432022095,-51.0570983887,JAV,,GL,,DKK,America/Godthab,0.11599999666213989
Maniitsoq Airport,65.4124984741,-52.9393997192,JSU,,GL,,DKK,America/Godthab,0.028000000864267349
Kangerlussuaq Airport,67.0122218992,-50.7116031647,SFJ,,GL,,DKK,America/Godthab,0.21199999749660492
Sisimiut Airport,66.9513015747,-53.7293014526,JHS,,GL,,DKK,America/Godthab,0.13099999725818634
Godthaab / Nuuk Airport,64.19090271,-51.6781005859,GOH,,GL,,DKK,America/Godthab,0.26100000739097595
Vagar Airport,62.0635986328125,-7.27721977233887,FAE,,FO,EU,DKK,Atlantic/Faeroe,0.13300000131130219
Billund Airport,55.7402992249,9.15178012848,BLL,,DK,EU,DKK,Europe/Copenhagen,0.74000000953674316
Copenhagen Kastrup Airport,55.6179008483887,12.6560001373291,CPH,CPH,DK,EU,DKK,Europe/Copenhagen,0.93000000715255737
Esbjerg Airport,55.5259017944336,8.55340003967285,EBJ,EBJ,DK,EU,DKK,Europe/Copenhagen,0.15899999439716339
Karup Airport,56.2975006103516,9.12462997436523,KRP,,DK,EU,DKK,Europe/Copenhagen,0.34099999070167542
Aalborg Airport,57.0927589138,9.84924316406,AAL,AAL,DK,EU,DKK,Europe/Copenhagen,0.67799997329711914
Aarhus Airport,56.2999992371,10.6190004349,AAR,AAR,DK,EU,DKK,Europe/Copenhagen,0.59899997711181641
Samaná El Catey International Airport,19.2670001984,-69.7419967651,AZS,,DO,,DOP,America/Santo_Domingo,0.63899999856948853
Las Américas International Airport,18.4297008514404,-69.6688995361328,SDQ,SDQ,DO,,DOP,America/Santo_Domingo,0.94900000095367432
Punta Cana International Airport,18.5673999786,-68.3634033203,PUJ,,DO,,DOP,America/Santo_Domingo,0.97399997711181641
Casa De Campo International Airport,18.4507007598877,-68.9117965698242,LRM,,DO,,DOP,America/Santo_Domingo,0.79100000858306885
Cibao International Airport,19.4699001312256,-70.7005996704102,STI,,DO,,DOP,America/Santo_Domingo,0.92100000381469727
Gregorio Luperon International Airport,19.7579002380371,-70.5699996948242,POP,,DO,,DOP,America/Santo_Domingo,0.89600002765655518
Touat Cheikh Sidi Mohamed Belkebir Airport,27.8376007080078,-0.186414003372192,AZR,,DZ,AF,DZD,Africa/Algiers,0.086999997496604919
Biskra Airport,34.7933006287,5.73823022842,BSK,,DZ,AF,DZD,Africa/Algiers,0.10899999737739563
Soummam Airport,36.7120018005,5.06992006302,BJA,,DZ,AF,DZD,Africa/Algiers,0.24699999392032623
Es Senia Airport,35.6239013672,-0.621182978153,ORN,ORN,DZ,AF,DZD,Africa/Algiers,0.57200002670288086
Ain Arnat Airport,36.1781005859,5.32449007034,QSF,,DZ,AF,DZD,Africa/Algiers,0.40999999642372131
Noumérat - Moufdi Zakaria Airport,32.3841018676758,3.79411005973816,GHA,,DZ,AF,DZD,Africa/Algiers,0.0560000017285347
Batna Airport,35.7521018982,6.3085899353,BLJ,,DZ,AF,DZD,Africa/Algiers,0.17399999499320984
Zenata – Messali El Hadj Airport,35.0167007446,-1.45000004768,TLM,,DZ,AF,DZD,Africa/Algiers,0.28400000929832458
Oued Irara Airport,31.6730003357,6.14043998718,HME,,DZ,AF,DZD,Africa/Algiers,0.11599999666213989
Houari Boumediene Airport,36.6910018920898,3.21540999412537,ALG,,DZ,AF,DZD,Africa/Algiers,0.77999997138977051
Cheikh Larbi Tébessi Airport,35.4315986633,8.12071990967,TEE,,DZ,AF,DZD,Africa/Algiers,0.019999999552965164
Mohamed Boudiaf International Airport,36.2760009765625,6.62038993835449,CZL,,DZ,AF,DZD,Africa/Algiers,0.39300000667572021
Annaba Airport,36.8222007751465,7.80916976928711,AAE,,DZ,AF,DZD,Africa/Algiers,0.40299999713897705
Aguenar – Hadj Bey Akhamok Airport,22.8115005493,5.45107984543,TMR,,DZ,AF,DZD,Africa/Algiers,0.0560000017285347
Luxor International Airport,25.670999527,32.7066001892,LXR,,EG,AF,EGP,Africa/Cairo,0.52899998426437378
Borg El Arab International Airport,30.9176998138428,29.6963996887207,HBE,ALY,EG,AF,EGP,Africa/Cairo,0.67799997329711914
Sohag International Airport,26.3427777778,31.7427777778,HMB,,EG,AF,EGP,Africa/Cairo,0.096000000834465027
Aswan International Airport,23.9643993378,32.8199996948,ASW,,EG,AF,EGP,Africa/Cairo,0.40700000524520874
Marsa Alam International Airport,25.557100296,34.5836982727,RMF,,EG,AF,EGP,Africa/Cairo,0.40999999642372131
Assiut International Airport,27.0464992523,31.0119991302,ATZ,,EG,AF,EGP,Africa/Cairo,0.24500000476837158
Cairo International Airport,30.1219005584717,31.4055995941162,CAI,,EG,AF,EGP,Africa/Cairo,0.90799999237060547
Sharm El Sheikh International Airport,27.9773006439,34.3950004578,SSH,,EG,AF,EGP,Africa/Cairo,0.65200001001358032
Hurghada International Airport,27.1783008575439,33.7994003295898,HRG,,EG,AF,EGP,Africa/Cairo,0.62699997425079346
Abu Simbel Airport,22.3759994507,31.611700058,ABS,,EG,AF,EGP,Africa/Cairo,0.289000004529953
Asmara International Airport,15.2918996810913,38.910701751709,ASM,,ER,AF,ERN,Africa/Asmera,0.70499998331069946
Aba Tenna Dejazmach Yilma International Airport,9.62469959259033,41.8541984558105,DIR,,ET,AF,ETB,Africa/Addis_Ababa,0.33799999952316284
Mekele Airport,13.467399597168,39.5335006713867,MQX,,ET,AF,ETB,Africa/Addis_Ababa,0.33500000834465027
Bahir Dar Airport,11.608099937439,37.3216018676758,BJR,,ET,AF,ETB,Africa/Addis_Ababa,0.28600001335144043
Jimma Airport,7.66609001159668,36.8166007995605,JIM,,ET,AF,ETB,Africa/Addis_Ababa,0.17100000381469727
Bole International Airport,8.97789001465,38.7993011475,ADD,,ET,AF,ETB,Africa/Addis_Ababa,0.88200002908706665
Asosa Airport,10.018500328064,34.5862998962402,ASO,,ET,AF,ETB,Africa/Addis_Ababa,0.15000000596046448
Axum Airport,14.1468000411987,38.7728004455566,AXU,,ET,AF,ETB,Africa/Addis_Ababa,0.23600000143051147
Gode Airport,5.93513011932,43.5786018372,GDE,,ET,AF,ETB,Africa/Addis_Ababa,0.086999997496604919
Gonder Airport,12.5199003219604,37.4339981079102,GDQ,,ET,AF,ETB,Africa/Addis_Ababa,0.33399999141693115
Gambella Airport,8.12876033782959,34.5630989074707,GMB,,ET,AF,ETB,Africa/Addis_Ababa,0.1679999977350235
Lalibella Airport,11.9750003814697,38.9799995422363,LLI,,ET,AF,ETB,Africa/Addis_Ababa,0.22200000286102295
Arba Minch Airport,6.03939008712769,37.5904998779297,AMH,,ET,AF,ETB,Africa/Addis_Ababa,0.25200000405311584
Riga International Airport,56.9235992431641,23.9710998535156,RIX,,LV,EU,EUR,Europe/Riga,0.8320000171661377
Bolzano Airport,46.4602012634277,11.3263998031616,BZO,,IT,EU,EUR,Europe/Rome,0.4779999852180481
Cagliari / Elmas Airport,39.2514991760254,9.05428028106689,CAG,,IT,EU,EUR,Europe/Rome,0.62099999189376831
Alghero / Fertilia Airport,40.6320991516113,8.29076957702637,AHO,,IT,EU,EUR,Europe/Rome,0.54400002956390381
Nápoli / Capodichino International Airport,40.8860015869141,14.2908000946045,NAP,NAP,IT,EU,EUR,Europe/Rome,0.87099999189376831
Firenze / Peretola Airport,43.810001373291,11.2051000595093,FLR,,IT,EU,EUR,Europe/Rome,0.89300000667572021
Bari / Palese International Airport,41.1389007568359,16.7605991363525,BRI,,IT,EU,EUR,Europe/Rome,0.74400001764297485
Lampedusa Airport,35.4978981018066,12.6181001663208,LMP,,IT,EU,EUR,Europe/Rome,0.32400000095367432
Ancona / Falconara Airport,43.6162986755371,13.3622999191284,AOI,,IT,EU,EUR,Europe/Rome,0.63099998235702515
Lamezia Terme Airport,38.9053993225098,16.2423000335693,SUF,,IT,EU,EUR,Europe/Rome,0.68599998950958252
Trapani / Birgi Airport,37.9113998413086,12.4879999160767,TPS,,IT,EU,EUR,Europe/Rome,0.43700000643730164
Bologna / Borgo Panigale Airport,44.535400390625,11.2887001037598,BLQ,,IT,EU,EUR,Europe/Rome,0.83700001239776611
Torino / Caselle International Airport,45.2008018494,7.64963006973,TRN,TRN,IT,EU,EUR,Europe/Rome,0.800000011920929
Trieste / Ronchi Dei Legionari,45.8274993896484,13.4722003936768,TRS,,IT,EU,EUR,Europe/Rome,0.70399999618530273
Brindisi / Casale Airport,40.657600402832,17.94700050354,BDS,,IT,EU,EUR,Europe/Rome,0.63700002431869507
Pantelleria Airport,36.8165016174316,11.9688997268677,PNL,,IT,EU,EUR,Europe/Rome,0.18600000441074371
Fiumicino – Leonardo da Vinci International Airport,41.8045005798,12.2508001328,FCO,ROM,IT,EU,EUR,Europe/Rome,0.95200002193450928
Bergamo / Orio Al Serio Airport,45.673900604248,9.70417022705078,BGY,MIL,IT,EU,EUR,Europe/Rome,0.652999997138977
Malpensa Airport,45.6305999756,8.72811031342,MXP,MIL,IT,EU,EUR,Europe/Rome,0.90499997138977051
Parma Airport,44.8245010375977,10.2964000701904,PMF,MIL,IT,EU,EUR,Europe/Rome,0.10899999737739563
Palermo / Punta Raisi Airport,38.1759986877441,13.0909996032715,PMO,,IT,EU,EUR,Europe/Rome,0.82899999618530273
Olbia / Costa Smeralda Airport,40.8987007141113,9.51762962341309,OLB,,IT,EU,EUR,Europe/Rome,0.531000018119812
Catania / Fontanarossa Airport,37.4668006896973,15.0663995742798,CTA,,IT,EU,EUR,Europe/Rome,0.82700002193450928
Pisa / San Giusto - Galileo Galilei International Airport,43.6838989257812,10.3927001953125,PSA,,IT,EU,EUR,Europe/Rome,0.82599997520446777
Linate Airport,45.445098877,9.27674007416,LIN,MIL,IT,EU,EUR,Europe/Rome,0.88899999856948853
Ciampino Airport,41.7994003295898,12.5949001312256,CIA,ROM,IT,EU,EUR,Europe/Rome,0.01
Verona / Villafranca Airport,45.3956985473633,10.888500213623,VRN,VRN,IT,EU,EUR,Europe/Rome,0.77899998426437378
Genova / Sestri Cristoforo Colombo Airport,44.4132995605469,8.83749961853027,GOA,,IT,EU,EUR,Europe/Rome,0.77999997138977051
Reggio Calabria Airport,38.0712013244629,15.6515998840332,REG,,IT,EU,EUR,Europe/Rome,0.61100000143051147
Venice  Marco Polo Airport,45.505298614502,12.351900100708,VCE,VCE,IT,EU,EUR,Europe/Rome,0.91299998760223389
Treviso / Sant'Angelo Airport,45.6483993530273,12.1943998336792,TSF,VCE,IT,EU,EUR,Europe/Rome,0.14300000667572021
Cuneo / Levaldigi Airport,44.547000885,7.62321996689,CUF,,IT,EU,EUR,Europe/Rome,0.10599999874830246
Pescara International Airport,42.4317016601562,14.1810998916626,PSR,,IT,EU,EUR,Europe/Rome,0.51099997758865356
